episode_rewards,success_rates,actor_losses,critic_losses,q1_values,q2_values,
0,,0,0.380726844,-3.352959633,-3.375603437,
-50,,3.174649239,0.527354777,-3.392480612,-3.419380665,
-50,,0,0.350108147,-3.29685092,-3.304571867,
-50,,3.086411476,0.532636762,-3.338553905,-3.312036514,
-50,,0,0.279697537,-3.23704648,-3.228366613,
-50,,3.132329941,0.556910753,-3.341534853,-3.34534359,
-50,,0,0.596185267,-3.331381798,-3.339254856,
-50,,3.100149632,0.406908542,-3.424513817,-3.416759014,
-50,,0,0.329184741,-3.363718748,-3.344608784,
-50,,3.044694185,0.522271335,-3.447669983,-3.438086271,
-50,,0,0.453532457,-3.314794064,-3.312625885,
-50,,3.01166749,0.583867192,-3.256554842,-3.285324574,
-50,,0,0.415333897,-3.346796274,-3.367615223,
-50,,3.137219429,0.310676515,-3.293165207,-3.310804367,
-50,,0,0.434071124,-3.439333439,-3.434773445,
-1,,3.227263927,0.580967069,-3.469330072,-3.443309307,
-50,,0,0.335604817,-3.475157261,-3.460016251,
-50,,3.017800808,0.456400335,-3.346774817,-3.342442036,
-50,,0,0.328598678,-3.310362816,-3.30663681,
-50,,3.066934586,0.439078897,-3.312608719,-3.327185392,
-50,,0,0.441603243,-3.334599018,-3.350824356,
-50,,3.088598251,0.376260102,-3.418298721,-3.423293591,
-50,,0,0.634700656,-3.45242238,-3.455080032,
-50,,2.931448936,0.304482222,-3.35835433,-3.360855579,
-50,,0,0.385254681,-3.417075157,-3.400244951,
-50,,3.042596817,0.391597688,-3.411381006,-3.411846638,
-50,,0,0.40650773,-3.342816353,-3.332361221,
-50,,2.992197752,0.574403286,-3.430429459,-3.449589252,
-50,,0,0.625950813,-3.392505646,-3.415189028,
-50,,2.939367533,0.384108782,-3.411363602,-3.425780773,
-50,,0,0.475996017,-3.363245964,-3.351205111,
-50,,2.918007374,0.540235281,-3.415192604,-3.40680027,
-50,,0,0.267828107,-3.534504414,-3.512099266,
-50,,2.789640665,0.404421568,-3.455525875,-3.448846817,
-50,,0,0.359315097,-3.42501688,-3.419549942,
-50,,2.715193748,0.632880926,-3.357341528,-3.356219769,
-50,,0,0.324392974,-3.357026815,-3.356158733,
-50,,2.749533176,0.375300705,-3.364663363,-3.374190569,
-50,,0,0.396037608,-3.489714146,-3.508498669,
-50,,2.866747856,0.558340788,-3.462271214,-3.472088814,
-50,,0,0.480466038,-3.459997892,-3.440715551,
-50,,2.68926096,0.424843401,-3.356339216,-3.342522144,
-50,,0,0.340341151,-3.451057911,-3.443004131,
-50,,2.817547321,0.459375083,-3.450669289,-3.456642151,
-50,,0,0.270652711,-3.469922304,-3.47979331,
-50,,2.71919775,0.569474757,-3.433333397,-3.455556631,
-50,,0,0.449444771,-3.388964653,-3.401078939,
-50,,2.742199659,0.370153069,-3.424087524,-3.410937309,
-50,,0,0.467455119,-3.410952806,-3.384701252,
-50,,2.52688694,0.460791409,-3.345629215,-3.335838318,
-50,,0,0.53315711,-3.348490238,-3.341063738,
-50,,2.511101484,0.442351371,-3.380403996,-3.393284321,
-12,,0,0.386022896,-3.518461704,-3.526796341,
-50,,2.594063282,0.67840302,-3.478627205,-3.478718519,
-50,,0,0.520505905,-3.388420343,-3.395474434,
-50,,2.613971472,0.446160376,-3.4502244,-3.441801071,
-50,,0,0.503243089,-3.42331481,-3.409119844,
-50,,2.63828516,0.524148941,-3.414121866,-3.415669918,
-13,,0,0.489050746,-3.489387035,-3.515161276,
-50,,2.575048447,0.492717981,-3.490087748,-3.484213591,
-50,,0,0.484197319,-3.456357002,-3.465290308,
-50,,2.540422678,0.415753931,-3.466758251,-3.456361771,
-50,,0,0.236273155,-3.457530499,-3.454521179,
-50,,2.753423452,0.619816542,-3.464661121,-3.46035552,
-50,,0,0.352572978,-3.469644547,-3.474017143,
-50,,2.658483505,0.564311862,-3.448038101,-3.442938089,
-50,,0,0.332686484,-3.478152752,-3.484920502,
-50,,2.911916971,0.347832978,-3.531079769,-3.541700125,
-2,,0,0.536025286,-3.503448248,-3.499167681,
-50,,2.684929848,0.393727839,-3.507971525,-3.498075008,
-50,,0,0.329360425,-3.427452564,-3.397362709,
-50,,2.689657211,0.593390703,-3.400345802,-3.381892204,
-50,,0,0.554561257,-3.471289873,-3.493601322,
-50,,2.743396282,0.39596504,-3.546534538,-3.608932018,
-50,,0,0.604185343,-3.49142313,-3.535718679,
-50,,2.777680874,0.494404316,-3.568770885,-3.561585903,
-50,,0,0.528894424,-3.523259163,-3.469503403,
-50,,2.646177769,0.467760682,-3.410277128,-3.36787653,
-50,,0,0.573869109,-3.536506653,-3.521705866,
-50,,2.854513645,0.362827063,-3.530481339,-3.565781116,
-50,,0,0.510682166,-3.54421854,-3.577188969,
-50,,2.794408798,0.317040563,-3.455636501,-3.473350286,
-50,,0,0.407777876,-3.481181622,-3.47767067,
-50,,2.535937786,0.633577585,-3.472800732,-3.454497814,
-50,,0,0.629297972,-3.459845543,-3.427019119,
-50,,2.634957075,0.324147999,-3.343467712,-3.331956387,
-50,,0,0.475409865,-3.574595451,-3.588163853,
-6,,2.761589527,0.520462096,-3.604352474,-3.633374929,
-50,,0,0.498885959,-3.544326782,-3.570664644,
-50,,2.79050684,0.512200356,-3.551031828,-3.542819023,
-50,,0,0.539464056,-3.488006592,-3.46077776,
-50,,2.761401892,0.637035966,-3.495409489,-3.474119902,
-50,,0,0.633212686,-3.470279455,-3.463899612,
-10,,2.911856651,0.476214349,-3.437685013,-3.459567547,
-50,,0,0.66110611,-3.51864481,-3.545576811,
-50,,2.836594582,0.613816261,-3.551284075,-3.56540513,
-50,,0,0.426364779,-3.545611382,-3.52791357,
-50,,2.48068285,0.473988146,-3.541918755,-3.501662493,
-50,,0,0.464970469,-3.473922729,-3.450324535,
-50,,2.54421258,0.494847685,-3.431795359,-3.437063694,
-50,,0,0.510703444,-3.446350336,-3.460627556,
-50,,2.824294329,0.617560148,-3.49944067,-3.522717714,
-50,,0,0.466957837,-3.644594193,-3.680177689,
-50,,2.940957546,0.477270246,-3.611834049,-3.609797955,
-50,,0,0.545475841,-3.591115475,-3.564326763,
-50,,2.816355228,0.474007249,-3.51482439,-3.490813017,
-50,,0,0.558008194,-3.533162594,-3.518890381,
-50,,2.667328358,0.510307074,-3.407300472,-3.407160997,
-50,,0,0.609703898,-3.492807865,-3.511569023,
-50,,2.676727057,0.464089215,-3.55598259,-3.577301025,
-50,,0,0.472601622,-3.575008392,-3.608368874,
-50,,2.635183334,0.663885474,-3.479686737,-3.491546392,
-50,,0,0.444834292,-3.562035561,-3.547554493,
-50,,2.677529335,0.357278883,-3.590478897,-3.551631689,
-4,,0,0.575054944,-3.555465221,-3.511314392,
-50,,2.379884005,0.624451637,-3.48190999,-3.483677864,
-50,,0,0.641200006,-3.438973665,-3.49246645,
-50,,2.428323507,0.526122451,-3.547867775,-3.590269089,
-50,,0,0.300468206,-3.544401646,-3.565651894,
-50,,2.541071415,0.390677989,-3.576104164,-3.549663067,
-50,,0,0.514252961,-3.558542013,-3.4977808,
-50,,2.333208323,0.619139612,-3.523151875,-3.48934865,
-11,,0,0.41342634,-3.563263655,-3.56001544,
-50,,2.297295094,0.444814622,-3.522567749,-3.573010445,
-50,,0,0.393605351,-3.497663498,-3.562098503,
-50,,2.47618103,0.583121538,-3.650489092,-3.673616409,
-50,,0,0.559417844,-3.57301259,-3.551651716,
-50,,2.463302612,0.715020716,-3.582355499,-3.523300171,
-50,,0,0.645110488,-3.479903221,-3.432511806,
-50,,2.136731148,0.506211638,-3.444954395,-3.416727781,
-50,,0,0.429627419,-3.398833513,-3.440112829,
-18,,2.477624655,0.829521179,-3.594347,-3.678241491,
-50,,0,0.351319879,-3.717726231,-3.761795759,
-50,,2.54597497,0.796305537,-3.669689178,-3.670357227,
-50,,0,0.540683568,-3.649503708,-3.588124752,
-50,,2.385219097,0.741789401,-3.595853329,-3.512928963,
-50,,0,0.939582705,-3.430151463,-3.405472279,
-50,,2.426244497,0.808747053,-3.410886288,-3.462231398,
-27,,0,0.68601644,-3.467727184,-3.538345337,
-50,,2.420689583,0.626312852,-3.456842899,-3.528421402,
-16,,0,0.744343042,-3.785726547,-3.784148216,
-14,,2.489572287,0.601174831,-3.778665066,-3.696850061,
-50,,0,0.76249367,-3.603881598,-3.510204315,
-50,,2.118611574,0.539631844,-3.481905937,-3.417695522,
-50,,0,0.522973776,-3.457324028,-3.487578392,
-50,,2.445506811,0.418002218,-3.413439751,-3.524288177,
-50,,0,0.595644593,-3.615966797,-3.731941462,
-50,,2.69838357,0.611176729,-3.745192289,-3.772439957,
-50,,0,1.043271065,-3.665511131,-3.590859413,
-50,,2.325071812,0.722528219,-3.611882687,-3.462940454,
-50,,0,0.717308402,-3.416260242,-3.331311703,
-50,,2.461143494,0.728028417,-3.47832036,-3.519872189,
-50,,0,0.802106857,-3.503181934,-3.637814522,
-50,,2.509003639,0.56663096,-3.613755465,-3.737869501,
-50,,0,0.545236945,-3.652992725,-3.699845552,
-50,,2.287892818,0.765234351,-3.696080446,-3.625540733,
-50,,0,0.573503852,-3.670327187,-3.52437973,
-50,,2.209142685,0.682510316,-3.614086151,-3.498017311,
-50,,0,0.750702798,-3.565348387,-3.546170712,
-50,,2.492521763,0.687393069,-3.575335741,-3.689331055,
-50,,0,0.4602305,-3.604744434,-3.740228653,
-5,,2.526403427,0.72894156,-3.588907957,-3.670928955,
-50,,0,0.531859338,-3.603925228,-3.552968264,
-50,,2.403320313,0.565455496,-3.702973843,-3.587423086,10
-50,,0,0.772140741,-3.552120209,-3.437208652,
-8,,2.434952259,0.577356398,-3.581721783,-3.584176064,
-50,,0,0.871548891,-3.581484556,-3.650250912,
-8,,2.49782753,0.656132221,-3.626182079,-3.709462166,
-29,,0,0.698065102,-3.571054697,-3.622371674,
-50,,2.445322037,0.635229051,-3.552540541,-3.540518284,
-15,,0,0.407637417,-3.59444499,-3.536259651,
-12,,2.65874958,0.755743623,-3.676362514,-3.622522593,
-50,,0,0.77646482,-3.640221357,-3.613997459,
-15,,2.396044254,0.971099973,-3.698591709,-3.726667404,
-50,,0,0.933873296,-3.566610336,-3.591236115,
-50,,2.344693184,0.946963429,-3.628507137,-3.610372305,
-50,,0,0.919866681,-3.505437851,-3.5046525,
-25,,2.494338989,0.53854835,-3.577772141,-3.582992315,
-50,,0,0.723510027,-3.604119778,-3.620075464,
-50,,2.510768414,0.608265102,-3.638047695,-3.652813911,
-50,,0,0.634183884,-3.642500877,-3.665599585,
-35,,2.423732758,0.525401711,-3.634154797,-3.629137516,
-50,,0,0.665765285,-3.557877541,-3.553672314,
-50,,2.389688492,0.659688115,-3.579964638,-3.51988554,
-50,,0,0.817902565,-3.489970207,-3.456269503,
-5,,2.481888771,0.493062139,-3.662582397,-3.68602252,
-7,,0,0.770076454,-3.627803087,-3.677780628,
-10,,2.546339512,0.7073614,-3.654327869,-3.689471245,
-50,,0,0.610365689,-3.553096056,-3.543274403,
-14,,2.469712734,0.594602227,-3.616061211,-3.582440376,
-50,,0,0.823828638,-3.661984921,-3.628817081,
-50,,2.57225275,0.641236305,-3.613092661,-3.627926826,
-13,,0,0.817097664,-3.640822411,-3.664245129,
-20,,2.496167183,0.594424844,-3.666454554,-3.697424889,
-6,,0,0.501215935,-3.5409832,-3.547976971,
-29,,2.506337643,0.612782776,-3.609423637,-3.603364944,
-18,,0,0.819607139,-3.675079823,-3.678119183,
-50,,2.499588966,0.667413831,-3.672644377,-3.636065483,
-50,,0,0.708816886,-3.645925045,-3.633182526,
-50,,2.344537258,0.81948483,-3.613153934,-3.608676195,
-10,,0,0.676475883,-3.530353546,-3.544618368,
-9,,2.121600151,0.82066673,-3.507256985,-3.50767684,
-30,,0,0.911095142,-3.621655464,-3.614254475,
-50,,2.404489994,0.789545119,-3.595457554,-3.595276833,
-10,,0,0.85977453,-3.648426771,-3.686579704,
-50,,2.543140411,0.790341258,-3.738524437,-3.747420311,
-50,,0,0.764599741,-3.61316061,-3.602801085,
-50,,2.269164562,0.863103271,-3.499755859,-3.458522797,
-50,,0,0.587428451,-3.465939999,-3.42351675,
-50,,2.490945101,0.587863207,-3.557295084,-3.531783104,
-50,,0,0.907328129,-3.646327019,-3.677416086,
-36,,2.596278429,0.677470326,-3.780752659,-3.862103224,
-50,,0,0.922748804,-3.773824692,-3.823411465,
-50,,2.412697554,0.628429055,-3.6445117,-3.661711931,
-17,,0,0.794920743,-3.494156837,-3.451983929,
-7,,2.422590733,0.728008747,-3.411547184,-3.347308874,
-50,,0,0.763147831,-3.507353306,-3.454193115,
-23,,2.782616138,0.746027887,-3.673149586,-3.656921864,
-14,,0,0.648706794,-3.78034234,-3.811592817,
-10,,2.781217813,0.746875525,-3.839129925,-3.872825384,
-9,,0,0.645867109,-3.704661846,-3.735663891,
-6,,2.54374218,0.55823189,-3.68884778,-3.700012207,
-1,,0,0.753860712,-3.639555931,-3.615242481,
-4,,2.275093555,0.852916956,-3.52884388,-3.51022625,
-12,,0,1.08117342,-3.509799957,-3.507113934,
-50,,2.69687295,1.047566652,-3.677853823,-3.658906937,
-15,,0,0.624514043,-3.755367041,-3.740379333,
-50,,2.740997314,0.829927683,-3.746474981,-3.748001575,
-50,,0,0.822267175,-3.721204042,-3.739613056,
-50,,2.251829386,0.915261149,-3.5545187,-3.567782402,
-11,,0,0.86080569,-3.524480343,-3.506177187,
-13,,2.386882067,0.780199111,-3.511829853,-3.494717598,
-50,,0,0.810461462,-3.646163225,-3.660785198,
-9,,2.331828356,0.861544609,-3.59555912,-3.637981653,
-50,,0,1.037714362,-3.662573338,-3.678494453,
-50,,2.335476875,0.577352762,-3.609027386,-3.588986874,
-11,,0,0.657559812,-3.57883954,-3.54405117,
-50,,2.600422859,0.608176291,-3.732445955,-3.717062712,
-8,,0,0.819786787,-3.687477589,-3.730855465,
-3,,2.601641178,0.771628141,-3.669593811,-3.707256317,
-50,,0,0.9281528,-3.798645258,-3.801110268,
-11,,2.355410099,0.996280551,-3.592899799,-3.549377203,
-50,,0,0.797511518,-3.546122074,-3.483644724,
-50,,2.620304823,0.762500405,-3.525122166,-3.509517193,
-50,,0,0.901821613,-3.606473923,-3.632273197,
-7,,2.711107731,1.358910322,-3.610681057,-3.674476624,
-13,,0,0.855606079,-3.633121967,-3.666083813,
-9,,2.378061771,0.662626386,-3.650219202,-3.646486044,
-9,,0,0.78861618,-3.477669716,-3.416671276,
-13,,2.527647018,0.783291161,-3.656057119,-3.590259552,
-4,,0,0.719906151,-3.698854923,-3.694432259,
-50,,2.508938789,0.905653298,-3.723731279,-3.78149724,
-50,,0,0.955537915,-3.648784876,-3.736559629,
-9,,2.370506048,0.797092974,-3.509377718,-3.541321278,
-50,,0,0.665923417,-3.529496193,-3.495867491,
-12,,2.632149458,0.878803611,-3.619503975,-3.530753851,
-50,,0,0.774755776,-3.64388299,-3.590634823,
-50,,2.355328798,1.049266338,-3.694746733,-3.676333427,
-50,,0,0.684215426,-3.650658846,-3.706307411,
-12,,2.381275654,0.853568912,-3.685472965,-3.726212263,
-14,,0,0.897181392,-3.589869976,-3.596849442,
-12,,2.610203743,1.155661941,-3.777475357,-3.757576942,
-7,,0,0.79369688,-3.752996922,-3.727648973,
-50,,2.486951113,0.680427969,-3.628475666,-3.628452301,
-50,,0,0.661884904,-3.5370121,-3.568824291,
-50,,2.609980583,0.69256103,-3.568441868,-3.631912231,
-50,,0,0.704087973,-3.650487423,-3.668099165,
-20,,2.771074295,0.999240696,-3.729048014,-3.696452379,
-50,,0,1.00967896,-3.821295023,-3.762545586,
-50,,2.407488823,0.668953896,-3.671186924,-3.618615627,
-50,,0,0.8067922,-3.662692547,-3.650019646,
-50,,2.704697609,0.781507373,-3.683312893,-3.71563983,
-50,,0,1.02199769,-3.509823799,-3.586421013,
-24,,2.843221664,0.822715282,-3.62228632,-3.671912909,
-50,,0,0.950583577,-3.757459879,-3.761273623,
-8,,2.934653521,0.971756458,-3.808300018,-3.772267818,
-50,,0,0.785531163,-3.656467676,-3.580849409,
-50,,2.56121397,0.728855431,-3.685865402,-3.644088745,
-3,,0,0.812923312,-3.726415634,-3.738966942,
-50,,2.709779263,1.321488738,-3.662770271,-3.717719555,
-50,,0,0.806860805,-3.599559307,-3.628202915,
-50,,2.610095739,0.883025944,-3.701160431,-3.686628819,
-50,,0,1.046133518,-3.643204212,-3.601709843,
-50,,2.489127636,0.826077342,-3.723688126,-3.685514212,
-4,,0,1.135509729,-3.608917713,-3.65094614,
-50,,2.737717152,0.650745988,-3.707574368,-3.765013218,
-50,,0,0.736483693,-3.757334709,-3.774235964,
-50,,2.788322449,0.853426576,-3.757372379,-3.74851656,
-50,,0,0.726978958,-3.562370777,-3.492007732,
-50,,2.540446758,0.638104081,-3.596827984,-3.536170483,
-6,,0,1.049208283,-3.64342165,-3.66285038,
-10,,2.297591686,0.848613203,-3.557209969,-3.61063242,
-17,,0,1.138689518,-3.609472752,-3.661096096,
-50,,2.688978672,0.786221504,-3.718961716,-3.752611637,
-50,,0,0.918235183,-3.763903379,-3.737109184,
-50,,2.432770729,1.412712693,-3.711742163,-3.656273127,
-8,,0,0.829570532,-3.423871756,-3.367553711,
-1,,2.43012166,1.166660905,-3.495939732,-3.554077625,
0,,0,0.653855443,-3.66410923,-3.724583149,
-50,,2.776599169,1.049187422,-3.813182354,-3.802223682,
-8,,0,1.259453893,-3.728659153,-3.67919302,
0,,2.221598148,0.978642702,-3.578723907,-3.514332533,
-50,,0,0.874859452,-3.591080189,-3.591079235,
-50,,2.667933226,0.857651174,-3.493030071,-3.592892408,
-50,,0,0.759048998,-3.686553955,-3.769591808,
-13,,2.771621466,1.077271342,-3.805968046,-3.804357052,
-50,,0,0.630754113,-3.848417282,-3.763841629,
-50,,2.354982853,0.984899402,-3.666563511,-3.544791698,
-50,,0,1.037698984,-3.548877478,-3.494199753,
-6,,2.456598759,1.223727107,-3.548057079,-3.637856483,
-2,,0,1.174462318,-3.601714134,-3.701230049,
-16,,2.672243118,0.925158024,-3.664195538,-3.735302687,
-18,,0,0.93521899,-3.743388653,-3.747925282,
-14,,2.438058376,1.243233085,-3.69054985,-3.601266861,
-30,,0,1.17150557,-3.607320309,-3.517530918,
-14,,2.459787369,1.115188837,-3.570939541,-3.514888763,
-4,,0,0.597365618,-3.51153636,-3.559094429,
-15,,2.521784782,1.207427979,-3.594471216,-3.692525387,
-4,,0,1.123882771,-3.716125488,-3.788489819,
-50,,2.745300293,0.998788297,-3.88058567,-3.865048885,
-50,,0,0.758167326,-3.877703667,-3.795422077,
-50,,2.373681545,1.065666676,-3.638894796,-3.540335178,
-3,,0,1.124284983,-3.541944027,-3.549559593,
-8,,2.583357811,1.026148438,-3.57583642,-3.652497292,
-18,,0,0.592897415,-3.657408237,-3.730759144,
-12,,2.614217281,1.144696236,-3.759614468,-3.796638489,
-50,,0,1.150245428,-3.643967152,-3.61002636,
-50,,2.327945709,0.918723643,-3.747600555,-3.682914257,
-50,,0,0.931972146,-3.7595644,-3.698525429,
-50,,2.618951559,1.271380544,-3.627772093,-3.647943258,
-50,,0,1.063183308,-3.707623243,-3.737756252,
-8,,2.775602818,1.270258665,-3.698879719,-3.712790728,
-50,,0,0.862864196,-3.550098896,-3.573436737,
-13,,2.735636234,0.763952017,-3.583655357,-3.586116552,
-5,,0,0.902835369,-3.701717377,-3.694576263,
-13,,2.683432579,1.479058862,-3.682065487,-3.660479546,
-19,,0,1.100762248,-3.847507954,-3.847845078,
-6,,2.503656387,0.954586804,-3.704796076,-3.708536625,
-50,,0,0.976656675,-3.654847622,-3.672837734,
-13,,2.69523859,1.298438191,-3.621153116,-3.615906715,
-50,,0,0.996122122,-3.54470396,-3.517252922,
-50,,2.522912025,1.004293442,-3.627167463,-3.622947693,
-7,,0,1.057355165,-3.632105112,-3.65980196,
-11,,3.053474188,1.201488256,-3.773955822,-3.815275192,
-12,,0,1.159800291,-3.800498009,-3.832463503,
-50,,2.901664734,0.661121905,-3.730053425,-3.701385975,
-12,,0,0.902063966,-3.702921391,-3.625741482,
-9,,2.498427868,1.195195436,-3.637855053,-3.576443911,
-50,,0,1.031999469,-3.491933823,-3.471951962,
-50,,2.508993149,0.781039298,-3.515465736,-3.52182126,
-4,,0,1.047260642,-3.606734276,-3.65650034,
-50,,2.720343828,1.306391239,-3.748124123,-3.795090199,
-12,,0,1.023729563,-3.845266342,-3.875546455,
-11,,2.585690498,0.878424048,-3.675575495,-3.68366909,
-18,,0,0.964312434,-3.767207384,-3.72942853,
-9,,2.431768179,1.584364414,-3.514252663,-3.489886284,
0,,0,1.043085217,-3.554479122,-3.511065483,
-50,,2.743445635,1.03186357,-3.61600709,-3.623644829,
-50,,0,0.943223536,-3.527041435,-3.527780533,
-50,,2.800350189,0.65234971,-3.693608522,-3.743326426,
-50,,0,0.926652014,-3.839544773,-3.89363575,
-50,,2.517305136,0.809224606,-3.769758701,-3.817427158,
-5,,0,1.176527739,-3.712646961,-3.724625587,
-19,,2.582549572,0.930747211,-3.653309822,-3.574779272,11
-12,,0,0.906460524,-3.658856869,-3.563511372,
-16,,2.681230545,0.626559675,-3.634832621,-3.597724915,
-15,,0,1.250955224,-3.703408957,-3.733916998,
-50,,2.727414131,1.120090485,-3.711146832,-3.789869547,
-12,,0,0.966394901,-3.638250351,-3.681775808,
-50,,2.679099798,1.095671535,-3.635083675,-3.633962631,
-13,,0,0.828758478,-3.782398224,-3.732291937,
-50,,2.560944796,1.497089505,-3.643489838,-3.589468002,
-50,,0,1.085212946,-3.573969841,-3.556726933,
-11,,2.646080971,0.911154449,-3.614366055,-3.600137949,
-13,,0,0.871296942,-3.655658007,-3.678126335,
-7,,2.541075468,1.163418174,-3.632977486,-3.67646265,
-11,,0,1.143264413,-3.601692677,-3.638253212,
-29,,2.586015701,1.110872984,-3.6978302,-3.724341393,
-4,,0,1.000353932,-3.538618088,-3.496342182,
-50,,2.554452896,1.090307832,-3.651171207,-3.600191355,
-5,,0,0.931588471,-3.581885338,-3.577297688,
-50,,2.768737316,0.996875107,-3.695011139,-3.719716549,
-11,,0,0.661192417,-3.786755562,-3.812166214,
-50,,2.921890497,1.249189854,-3.819091558,-3.834000111,
-9,,0,0.995937347,-3.737845898,-3.738780975,
-10,,2.795382977,1.017340779,-3.708577156,-3.672479153,
-3,,0,0.952322602,-3.539485216,-3.491391182,
-50,,2.618338585,1.072790265,-3.596422672,-3.591515064,
-14,,0,1.406569839,-3.575858355,-3.611127615,
-50,,2.743844986,0.888878644,-3.742360592,-3.768315554,
-13,,0,1.221110344,-3.56904459,-3.583096266,
-7,,2.793309212,1.265563011,-3.691070795,-3.681292057,
-13,,0,0.794834018,-3.644138813,-3.648747444,
-8,,2.940180779,1.227797508,-3.7800138,-3.790551186,
-9,,0,1.024150848,-3.736408234,-3.745083809,
-8,,2.620612383,1.266118765,-3.644805431,-3.647405148,
-15,,0,1.227044821,-3.639379025,-3.614203453,
-21,,3.023837328,0.956049979,-3.799109936,-3.767745972,
-50,,0,1.056294084,-3.636664152,-3.662691116,
-3,,2.667536259,1.202399254,-3.715158463,-3.757544994,
-50,,0,1.152803183,-3.624579191,-3.61595583,
-36,,2.642470837,1.350595474,-3.532732487,-3.493265629,
-9,,0,0.803576708,-3.587404728,-3.544236183,
-4,,2.68434,0.96308291,-3.592567444,-3.575108528,
-50,,0,1.326649666,-3.678992271,-3.711612701,
-50,,2.87207365,0.983236551,-3.726277351,-3.793478012,
-50,,0,1.407633066,-3.656087875,-3.690794945,
-8,,2.510309696,1.335837603,-3.551485538,-3.55175066,
-9,,0,1.399330974,-3.612264156,-3.530147791,
-5,,2.636369705,1.196640491,-3.589719296,-3.505201101,
-9,,0,1.113431334,-3.650298119,-3.620354652,
-6,,2.721941471,1.02327466,-3.598004818,-3.650677681,
-8,,0,0.803499103,-3.745452881,-3.849214315,
-50,,2.97068119,1.093945265,-3.758877277,-3.839751244,
-10,,0,1.122307777,-3.691356421,-3.690704346,
-12,,2.936085701,1.069849849,-3.782873154,-3.696645737,
-18,,0,1.379113436,-3.728585482,-3.621492863,
-4,,2.677094936,1.333274364,-3.679377556,-3.621958733,
-50,,0,1.267516732,-3.657981157,-3.714249372,
-7,,2.739219666,1.472918034,-3.640668869,-3.778340816,
-9,,0,0.953977823,-3.760100842,-3.796709061,
-50,,3.019830465,1.155616999,-3.854328632,-3.834037304,
-17,,0,1.19177556,-3.887784958,-3.821184635,
-7,,2.507813931,0.935453773,-3.711079121,-3.69199276,
-50,,0,0.741517425,-3.732201099,-3.724504709,
-50,,2.802783489,1.556610703,-3.578913212,-3.617918253,
-23,,0,1.226936221,-3.569519043,-3.562058687,
-50,,2.947098494,1.374912024,-3.697109461,-3.661995649,
-15,,0,1.082783818,-3.848184586,-3.828304768,
-15,,2.768299103,1.63840878,-3.800694466,-3.816248417,
-12,,0,1.094985485,-3.602131128,-3.610586643,
-13,,2.677408457,0.876370251,-3.588482857,-3.603957415,
-19,,0,1.456026793,-3.651807785,-3.690246582,
-50,,2.947187901,1.147089958,-3.75185442,-3.755945921,
-11,,0,0.766205668,-3.737034321,-3.708688259,
-5,,3.008389711,1.190222025,-3.826313019,-3.774740219,
-50,,0,1.335598946,-3.945541382,-3.931295872,
-50,,2.62004137,1.089790583,-3.613092661,-3.633699894,
-17,,0,1.256909609,-3.596695423,-3.643887043,
-39,,2.564770699,0.963682413,-3.555773735,-3.592373133,
-9,,0,1.324590325,-3.519237995,-3.53105855,
-50,,3.159470081,1.069126129,-3.871079683,-3.824191093,
-14,,0,0.987799048,-3.857663393,-3.82595396,
-10,,3.121268749,1.961293221,-3.93362236,-3.928388119,
-50,,0,1.621019363,-3.587253094,-3.579374552,
-50,,2.496515274,1.062400103,-3.533631802,-3.559294701,
-32,,0,1.545577526,-3.490961075,-3.539162636,
-13,,2.919909477,1.443004131,-3.592947006,-3.652145863,
-19,,0,1.451968193,-3.702483416,-3.75123477,
-5,,3.159202576,1.2611866,-3.805344105,-3.791060925,
-7,,0,1.148059726,-3.872055769,-3.80484724,
-50,,3.015521765,1.141159058,-3.828280449,-3.706370115,
-11,,0,1.232613325,-3.693539381,-3.591969728,
-4,,2.746943474,1.31656456,-3.548330307,-3.549755335,
-9,,0,1.488407969,-3.591976166,-3.678069353,
-50,,2.956694841,1.178944349,-3.625473976,-3.781841993,
-7,,0,1.229114771,-3.68871212,-3.802955389,
-50,,3.094167948,1.257090807,-3.801681042,-3.761859894,
-33,,0,1.247791648,-3.753683805,-3.596961975,
-15,,2.900109291,1.733882189,-3.792090416,-3.648857832,
-50,,0,1.276939631,-3.590335846,-3.586259365,
-15,,3.118246794,1.230010509,-3.666505814,-3.758687973,
-11,,0,1.350266457,-3.74971199,-3.868686199,
-12,,2.91351366,1.535880089,-3.624734402,-3.685194016,
-9,,0,0.950633645,-3.692260742,-3.663659573,
-6,,2.882297516,1.348267674,-3.692593813,-3.595954657,
-6,,0,1.216258526,-3.75577879,-3.701092243,
-6,,2.828045845,1.273779631,-3.699848652,-3.705125332,
-11,,0,1.494176626,-3.740594387,-3.827005863,
-50,,2.888706684,1.320250273,-3.687838078,-3.745384216,
-50,,0,1.391241312,-3.582291603,-3.587466002,
-3,,2.769993782,1.045408249,-3.588666201,-3.513763905,
-50,,0,1.093026161,-3.676018476,-3.636414766,
-50,,2.989370346,1.004192591,-3.661798239,-3.699377775,
-50,,0,1.407883644,-3.8864398,-3.929497004,
-50,,2.776148319,1.762108326,-3.716529608,-3.754257917,
0,,0,1.256805182,-3.595257282,-3.536286354,
-26,,2.784879446,1.560558558,-3.59294939,-3.507785797,
-7,,0,1.553139329,-3.577665329,-3.540563107,
-20,,2.793319225,1.446707368,-3.631428719,-3.694947243,
-6,,0,1.465062141,-3.638803959,-3.712046146,
